61135,"{""type"":""MultiPolygon"",""coordinates"":[[[[-99.1808530527836,19.3614293124537],[-99.1808059919325,19.3616477251873],[-99.1807507664458,19.3616360807398],[-99.1807366841382,19.3616331109515],[-99.1807134959077,19.3616282275003],[-99.180712335069,19.3616279837792],[-99.1806947702469,19.3616242828246],[-99.180629040139,19.3616104267939],[-99.1805986490077,19.3616040268367],[-99.1805941864405,19.3616030880558],[-99.1804822416703,19.3615794921081],[-99.1804227915412,19.3615669629396],[-99.1803737509006,19.3615566272635],[-99.180376813561,19.3615430278241],[-99.1803864010174,19.3615004686216],[-99.1803948090605,19.3614631469185],[-99.1803977100225,19.3614502428023],[-99.1804106169288,19.3613929373263],[-99.1804226487815,19.3613395057935],[-99.1804816991855,19.3613518273022],[-99.1805382756849,19.3613636342692],[-99.180571178738,19.361370494576],[-99.180609067683,19.3613784019777],[-99.1807190426977,19.3614013568684],[-99.1807640869802,19.361410753639],[-99.1807873322677,19.3614156009595],[-99.1807890640084,19.361415962026],[-99.1808530527836,19.3614293124537]]]]}",CAMELIA N. 40  Casa F,01030,FLORIDA,246.0,215.91,Habitacional,02,2000,No,5775.94,1420881.24,A010635,FLORIDA,ALVARO OBREGON,.00
61135,"{""type"":""MultiPolygon"",""coordinates"":[[[[-99.1808530527836,19.3614293124537],[-99.1808059919325,19.3616477251873],[-99.1807507664458,19.3616360807398],[-99.1807366841382,19.3616331109515],[-99.1807134959077,19.3616282275003],[-99.180712335069,19.3616279837792],[-99.1806947702469,19.3616242828246],[-99.180629040139,19.3616104267939],[-99.1805986490077,19.3616040268367],[-99.1805941864405,19.3616030880558],[-99.1804822416703,19.3615794921081],[-99.1804227915412,19.3615669629396],[-99.1803737509006,19.3615566272635],[-99.180376813561,19.3615430278241],[-99.1803864010174,19.3615004686216],[-99.1803948090605,19.3614631469185],[-99.1803977100225,19.3614502428023],[-99.1804106169288,19.3613929373263],[-99.1804226487815,19.3613395057935],[-99.1804816991855,19.3613518273022],[-99.1805382756849,19.3613636342692],[-99.180571178738,19.361370494576],[-99.180609067683,19.3613784019777],[-99.1807190426977,19.3614013568684],[-99.1807640869802,19.361410753639],[-99.1807873322677,19.3614156009595],[-99.1807890640084,19.361415962026],[-99.1808530527836,19.3614293124537]]]]}",CAMELIA N. 40  Depto. A,01030,FLORIDA,194.0,170.35,Habitacional,02,2000,No,5775.94,1120532.36,A010635,FLORIDA,ALVARO OBREGON,753.15
64442,"{""type"":""MultiPolygon"",""coordinates"":[[[[-99.1793190540554,19.3556436283006],[-99.1793162862726,19.3556559815673],[-99.1793002692664,19.3557274643573],[-99.1792734949151,19.3557224545479],[-99.1792603646369,19.3557199992891],[-99.1792457120078,19.3557172551737],[-99.1792224105222,19.3557128862488],[-99.1792052269863,19.3557096727433],[-99.1791775963183,19.3557045004382],[-99.1791558171874,19.3557004203611],[-99.179113039134,19.3556924136561],[-99.1791327371886,19.3556056427978],[-99.179176295481,19.3556145343871],[-99.1793174365591,19.3556433394522],[-99.1793190540554,19.3556436283006]]]]}",Hortensia 132 Florida 0,01030,-,194.0,350.0,Habitacional,05,1970,No,5775.94,1120532.36,A010635,FLORIDA,ALVARO OBREGON,.00
62573,"{""type"":""MultiPolygon"",""coordinates"":[[[[-99.2056664670395,19.3585954475683],[-99.2056614928601,19.3586840421822],[-99.2056579777848,19.358746711289],[-99.2056571345221,19.3587616471262],[-99.2056527856861,19.3588392159474],[-99.2056509381201,19.3588720856232],[-99.2056500001419,19.3588888455448],[-99.2056493558486,19.3589002506006],[-99.2055207243317,19.3588929998783],[-99.2055217681055,19.3588809716663],[-99.2055231519212,19.3588584324359],[-99.2055245262003,19.3588358029074],[-99.2055247631494,19.3588319199473],[-99.2055294358011,19.3587554256328],[-99.2055303931047,19.3587398667003],[-99.2055358050276,19.3586512449072],[-99.2055397194129,19.3585870857632],[-99.2055421742501,19.3585872477798],[-99.2056172275687,19.3585921982631],[-99.2056664670395,19.3585954475683]]]]}",Cordilleras 154,01710,Las Aguilas,454.91,257.56,Habitacional,02,1980,No,2462.18,1120070.30,A010223,LAS AGUILAS,ALVARO OBREGON,.00
92912,"{""type"":""MultiPolygon"",""coordinates"":[[[[-99.2058089554953,19.3431399246351],[-99.2058010594585,19.3432215759306],[-99.2057967982556,19.3432656524587],[-99.2057924516369,19.3433106139485],[-99.2057922713281,19.3433125193251],[-99.205797898928,19.343333160782],[-99.2057464090557,19.343329081227],[-99.205733251167,19.3433280365647],[-99.2056981063821,19.3433252538158],[-99.2056747780093,19.3433234076545],[-99.2056780808602,19.3432898964785],[-99.2056786123515,19.3432844964023],[-99.2056859772813,19.3432095906644],[-99.2056881886778,19.3431871866677],[-99.2056938072847,19.3431300704768],[-99.2057762748265,19.3431371233118],[-99.2058089554953,19.3431399246351]]]]}",De la Loma 13,01790,Lomas de San Angel Inn,262.09,211.22,Habitacional,02,1991,No,4275.98,1120691.60,A010314,LOMAS DE SAN ANGEL INN,ALVARO OBREGON,957.82
90061,"{""type"":""MultiPolygon"",""coordinates"":[[[[-99.2155837043421,19.3478758296091],[-99.2154777237152,19.347897629443],[-99.2153912552993,19.3479154146632],[-99.2153392353423,19.3479261110969],[-99.2152973092324,19.3479347369441],[-99.2152839141336,19.3479373140784],[-99.2151989865366,19.3479536630209],[-99.2151398474122,19.347891163846],[-99.2151387243986,19.3478899812104],[-99.2151193882778,19.3478782563408],[-99.215106549569,19.3478640826028],[-99.2150716024073,19.3478255065593],[-99.2150668709626,19.3478155476898],[-99.2150626916769,19.3478067445176],[-99.2150510296654,19.3477821859248],[-99.2150452502805,19.3477675046255],[-99.2150034330973,19.3476613315637],[-99.2149952924612,19.347640654947],[-99.2149943117815,19.3476381809781],[-99.2149782344441,19.3476431878804],[-99.2149587375297,19.347602205728],[-99.214935432641,19.3475532330027],[-99.2149852570471,19.347550330185],[-99.2149865416212,19.3475509167965],[-99.2150365068555,19.3475739120633],[-99.2150369063699,19.3475736500862],[-99.2150559465725,19.3475821874418],[-99.2151500818934,19.3476243868516],[-99.2151900273339,19.3476423008335],[-99.2152292210685,19.3476598718656],[-99.2152517344179,19.3476700427108],[-99.2152667782086,19.3476768383136],[-99.2152731059269,19.3476796991461],[-99.2152826212912,19.3476839949031],[-99.215299206576,19.3476914944344],[-99.2153320441087,19.3477063310408],[-99.2153464884378,19.3477128558961],[-99.2153472686979,19.3477132078589],[-99.2154617356164,19.3477548147213],[-99.215480033709,19.3477631716305],[-99.215567775131,19.3478032324189],[-99.2155737290413,19.3478287316343],[-99.2155769016902,19.3478436754875],[-99.2155837043421,19.3478758296091]]]]}",4ta Cda Meseta Lt 25 Mz 48,01759,Ampl las Aguilas,1420.12,1492.4,Habitacional y comercial,02,1983,No,1802.43,2559666.89,A010132,AMPLIACION LAS AGUILAS,ALVARO OBREGON,.00
92445,"{""type"":""MultiPolygon"",""coordinates"":[[[[-99.215416759652,19.3436453570676],[-99.2154121266825,19.3436462974311],[-99.2154116129663,19.343646405929],[-99.2154066191379,19.3436495948681],[-99.2153780695791,19.3436547496248],[-99.2153485211197,19.3436600942749],[-99.2153429783231,19.3436407714762],[-99.2153121977554,19.3435335480052],[-99.2153051026097,19.3435088256573],[-99.2152995788725,19.3434895750923],[-99.2153280996573,19.3434837250426],[-99.2153626233109,19.343476636269],[-99.2153731363152,19.3435093763741],[-99.2153760502571,19.3435184869026],[-99.2153854681687,19.3435478410357],[-99.2153907437213,19.3435642742928],[-99.2153941623605,19.3435749378525],[-99.2154030184436,19.3436025493376],[-99.2154105127797,19.3436258899788],[-99.215416759652,19.3436453570676]]]]}",Dto de los Leones 4529 Casa 2,01790,Lomas de Tetelpan,68.0,113.0,Habitacional,02,2004,No,2089.28,142071.04,A010882,LOMAS DE LOS ANGELES PUEBLO TETELPAN,ALVARO OBREGON,502.36
76849,"{""type"":""MultiPolygon"",""coordinates"":[[[[-99.2369008307803,19.3363757595146],[-99.2368494167081,19.3363899203782],[-99.2367825736489,19.336408340317],[-99.236764661952,19.3364132776141],[-99.2367120968652,19.3364277549333],[-99.2366998925569,19.3364311188018],[-99.2366924729454,19.336433162444],[-99.2366452537752,19.3364461748218],[-99.236643655706,19.3364466179078],[-99.2366417247049,19.3364471514221],[-99.2364191938883,19.3365098059375],[-99.2364186326604,19.3365099596632],[-99.236326885863,19.3365344120074],[-99.2360880245194,19.3365802488067],[-99.2358455086385,19.3364906005639],[-99.2359411645767,19.3363573805866],[-99.2359421346117,19.3363565855738],[-99.2364005963558,19.336109691784],[-99.2364490085881,19.3360836215675],[-99.2364725489109,19.3360709433963],[-99.2365198387908,19.3360454695738],[-99.236642162739,19.3359795123328],[-99.2367200596779,19.3359375197773],[-99.2367703569855,19.3360263831609],[-99.2367707569848,19.3360274034021],[-99.2367780806506,19.3360457767248],[-99.2368268226014,19.336168078946],[-99.2368293084575,19.3361747511916],[-99.2368400328919,19.3362035619335],[-99.2368430521186,19.3362116787806],[-99.2368547480628,19.3362431439804],[-99.2368561005141,19.3362467554772],[-99.2368574339348,19.3362503579513],[-99.2368608246118,19.3362594679599],[-99.2368620818326,19.3362628537421],[-99.2369008307803,19.3363757595146]]]]}",ROBERTO RIOS ELIZONDO 36,01780,Olivar De Los Padres,3796.88,769.05,Habitacional,02,1966,No,2952.0,11208389.76,A011753,OLIVAR DE LOS PADRES,ALVARO OBREGON,.00
77076,"{""type"":""MultiPolygon"",""coordinates"":[[[[-99.2309187516439,19.3369414488966],[-99.2309186895033,19.336942204432],[-99.2309174553585,19.336957209775],[-99.2309136054857,19.3370042301647],[-99.2309133702945,19.3370071373454],[-99.2309097750855,19.3370510609643],[-99.2309087457049,19.3370636524674],[-99.230907835365,19.3370747878491],[-99.2309000080275,19.3371704808572],[-99.2308906816897,19.3372845558874],[-99.2308851664083,19.3373519355282],[-99.2307028276628,19.337328944118],[-99.2305929126714,19.3373150846539],[-99.2305933396567,19.3372389251172],[-99.2305936683697,19.3371791370834],[-99.2305942462088,19.3370750565975],[-99.2305943438441,19.3370570506561],[-99.2305948060754,19.3369736851299],[-99.2305949929647,19.3369405809237],[-99.2307222357554,19.3369409245208],[-99.2308221938839,19.336941187339],[-99.2308635965477,19.3369412991748],[-99.2309187516439,19.3369414488966]]]]}",Av Toluca 881,01780,Olivar de los Padres,1420.57,707.9,Habitacional,02,2004,No,2952.0,4193522.64,A011753,OLIVAR DE LOS PADRES,ALVARO OBREGON,.00
73986,"{""type"":""MultiPolygon"",""coordinates"":[[[[-99.2322663964665,19.3425370049476],[-99.2322291090286,19.3426488824865],[-99.2322006770241,19.3427322490003],[-99.2321825525072,19.3427781190836],[-99.2321538113545,19.3428259615296],[-99.2320792630336,19.3429500881257],[-99.2320275566365,19.3430008916175],[-99.2320099410583,19.3430109844889],[-99.2318256526604,19.3431165123068],[-99.2318139218222,19.3431157850688],[-99.23165148828,19.3431057745879],[-99.2315300222913,19.3430982868216],[-99.2315304652122,19.343087586069],[-99.2315347900553,19.3429813100114],[-99.2315347290859,19.3429714763216],[-99.2315339966574,19.3428514583452],[-99.2315329594908,19.342682542818],[-99.2318135873481,19.3427524977238],[-99.2318375460045,19.3427358197043],[-99.2318494349748,19.3427275439358],[-99.2318850923684,19.3427027256595],[-99.2318923779277,19.3426976571998],[-99.2319263002457,19.3426639088285],[-99.2319786381258,19.3426222706262],[-99.2320581898125,19.3424722170304],[-99.2320664043901,19.3424588225345],[-99.2320917706623,19.3424173836098],[-99.2321255053459,19.3423454956452],[-99.2322551159354,19.3424298960285],[-99.2322587778793,19.3424466892447],[-99.2322652497232,19.3424766666427],[-99.2322664634819,19.3424904460446],[-99.2322654778553,19.3424999730902],[-99.2322607817058,19.3425091402702],[-99.2322540871795,19.3425171071744],[-99.2322424005048,19.3425251012],[-99.2322570509378,19.3425295404705],[-99.2322663964665,19.3425370049476]]]]}",BAJADA DE LA PE#ITA 12 BODEGA,01700,TETELPAN,8.0,11.0,Sin Zonificación,RU,2006,Sí,1775.4,14203.20,A011072,LA JOYITA DEL PUEBLO TETELPAN,ALVARO OBREGON,.00
74256,"{""type"":""MultiPolygon"",""coordinates"":[[[[-99.2316655760953,19.3415868357815],[-99.2316642463502,19.3416403843896],[-99.2316634036663,19.3416746085395],[-99.2316633848963,19.341675258709],[-99.231663406175,19.3417530163699],[-99.2316634042995,19.3417723045344],[-99.2316634146716,19.3418225205789],[-99.2316639293211,19.3418968827679],[-99.2316640302625,19.3419115384854],[-99.2316017238998,19.341909610215],[-99.2315994405733,19.3419095478185],[-99.2315078324494,19.3419091650637],[-99.2314909550171,19.3419090988294],[-99.2314704528366,19.3419090158228],[-99.2314162338432,19.3419087912895],[-99.231414188382,19.3419087829864],[-99.2314135985256,19.341908774166],[-99.2313549566357,19.3419110886272],[-99.2313559228437,19.3418521672787],[-99.2313571835641,19.3418163356356],[-99.2313575674603,19.3417524118515],[-99.2313579156717,19.3416945020859],[-99.2313589053254,19.3416709333318],[-99.2313592025862,19.3416527196368],[-99.2313601688765,19.3415940150077],[-99.2314752935688,19.3415913102292],[-99.2314771772711,19.3415912644088],[-99.2315524112214,19.3415894948321],[-99.2315537716716,19.3415894582273],[-99.2316655760953,19.3415868357815]]]]}",DESIERTO DE LOS LEON N. 5079  Depto. 304,01700,PBO. TETELPAN,80.0,152.43,Habitacional,05,2006,Sí,1775.4,142032.00,A011072,LA PEï¿½ITA DEL PUEBLO TETELPAN,ALVARO OBREGON,605.62
